"Fiscal_Year","Contracting_Agency_ID","fundingrequestingagencyid","ContractingOfficeID","fundingrequestingofficeid","PlatformPortfolio","ProjectID","ProductOrServiceCode","ClaimantProgramCode","CompetitionClassification","ClassifyNumberOfOffers","PricingMechanism","research_code","VendorSize","ParentID","dunsnumber","CSIStransactionID","CSIScontractID","idvpiid","idvagencyid","agencyid","PIID","NumberOfActions","Action_Obligation_Then_Year","progsourceagency","progsourceaccount","progsourcesubacct","account_title","rec_flag","treasury_accounts_funding_this_award","federal_accounts_funding_this_award","usaspending_permalink","MainAccountTitle","ContractingAgencyName","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","Project.Name","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","Action_Obligation_OMB23_GDP21","dFYear","descriptionofcontractrequirement","recipient_uei","recipient_parent_uei","parentdunsnumber","vendorname","standardizedvendorname","principalnaicscode"
2016,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"196231166",63598711,28388292,"","",9700,"FA865014C2526",1,2e+05,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",221680.736726401,2016-01-01,"IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSIO","RSALD9ULYWG3",NA,196231166,"REACTION SYSTEMS, INC","REACTION SYSTEMS",541712
2009,"5700","5700","FA8650","FA8650","Aircraft",87,"AC15","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"194358933",6719729,1417212,"","",9700,"FA865004C5034",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","DEFENSE AIRCRAFT (OPERATIONAL)","R&D","R&D","System Development & Demonstration (6.5)","R&D","JSF (F-35)",0,"Air Force","Small",0,2009-01-01,"GAS TURBINE ENGINE OIL ADDITIVES FOR ADVANCED BEARINGS",NA,NA,194358933,"WEDEVEN ASSOCIATES INC","WEDEVEN ASSOCIATES",541710
2014,"5700","5700","FA8117","F3YCAE","Aircraft",NA,"AZ11","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"787026918",41277706,1372919,"","",9700,"FA811712C0028",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2014-01-01,"SBIR PHASE II CONTRACT AWARD FOR THE IMPROVED METHODOLOGY FOR ENGINEERING REPAIR PROCESS SBIR TOPIC AF103-243","LTKJJZTDMKP4",NA,787026918,"ASPIRE SOLUTIONS INC","ASPIRE SOLUTIONS",541712
2004,"5700","5700","GR14","","Aircraft",NA,"AC16","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"153927827",17250190,1184122,"","",9700,"F3361500C2011",1,67635,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Air Force","Small",94401.4001493961,2004-01-01,"",NA,NA,153927827,"FRONTIER TECHNOLOGY, INC","FRONTIER TECHNOLOGY",541710
2018,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC11","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small",NA,"072021041",94333508,72127497,"","",9700,"FA865018P2125",1,149932,NA,NA,NA,NA,NA,NA,NA,"https://www.usaspending.gov/#/award/CONT_AWD_FA865018P2125_9700_-NONE-_-NONE-/",NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","DEFENSE AIRCRAFT (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",159778.115457986,2018-01-01,"REAL TIME THERMAL IMAGING CAPABILITY FOR PROPULSION SYSTEMS",NA,NA,72021041,"CREARE LLC","CREARE",541715
2017,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"175302579",71013948,71184306,"","",NA,"FA865017C2437",1,562500,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",613124.999773144,2017-01-01,"IGF::OT::IGF  DEVELOPMENT OF FAST-ACTUATING VALVE FOR LUDWIEG TUBE ACTIVIATION SBIR II",NA,NA,175302579,"MAINSTREAM ENGINEERING CORPORATION","MAINSTREAM ENGINEERING",541712
2015,"9763","5700","S0701A","FA8650","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","3-4 Offers","Cost Plus Fixed Fee","SR2","Small",NA,"616206947",41375121,1421531,"","",9700,"FA865011C2195",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Other DoD","Small",0,2015-01-01,"SBIR II SYSTEM ON CHIP FOR IMPROVED FADEC SYSTEM",NA,NA,616206947,"EMBEDDED SYSTEMS LLC","EMBEDDED SYSTEMS",541712
2017,"5700","5700","FA8100","F3YCAE","Aircraft",NA,"AD22","A1B","Limited Competition with multiple offers","Two Offers","Firm Fixed Price","SR2","Small",NA,"964730451",66841317,69407516,"","",9700,"FA810017C0010",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",0,2017-01-01,"IGF::OT::IGF SBIR PHASE II, TOPIC NO. AF151-162, ""NON-DESTRUCTIVE INSPECTION DATA CAPTURE""",NA,NA,964730451,"ETEGENT TECHNOLOGIES, LTD.","ETEGENT TECHNOLOGIES",541712
2017,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"156110160",67335319,69415971,"","",9700,"FA865017C2007",1,360691,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",393153.189854533,2017-01-01,"IGF::OT::IGF RE-EVALUATION OF OIL ANALYSIS PROGRAM: ADVANCED DEVELOPMENT OF OIL ANALYSIS EQUIPMENT","MUJTCDWA8D15",NA,241052349,"GASTOPS INC.","GASTOPS",541712
2017,"5700","5700","FA8650","F4FRQV","Aircraft",NA,"AC13","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR3","Small",NA,"830864448",65994741,65609854,"","",9700,"FA865016C2640",1,50000,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D",NA,NA,"Air Force","Small",54499.999979835,2017-01-01,"IGF::OT::IGF SBIR III - IN-PROCESS CONTROL OF THERMAL SPRAY COATINGS","G641CBFA8L14",NA,830864448,"RELIACOAT TECHNOLOGIES, LLC","RELIACOAT TECHNOLOGIES",541712
2001,"5700","5700","GR14","","Aircraft",NA,"AC16","A1B","Limited Competition with multiple offers","Two Offers","Cost Sharing","SR2","Small",NA,"798611331",22913715,1186305,"","",9700,"F3361598C2890",1,125000,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Air Force","Small",187175.997973156,2001-01-01,"",NA,NA,798611331,"SCIENTIFIC MONITORING, INC","SCIENTIFIC MONITORING",541710
2006,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","100+ Offers","Firm Fixed Price","SR1","Small",NA,"130455335",10207796,1418689,"","",9700,"FA865006M2657",1,99935,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",130277.444469567,2006-01-01,"",NA,NA,130455335,"KINETIC BEI, LLC","KINETIC BEI",541710
2014,"5700","5700","FA8117","F3YCAE","Aircraft",NA,"AZ11","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"830864448",45108108,1372899,"","",9700,"FA811712C0003",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2014-01-01,"SBIR PHASE II AWARD TOPIC AF093-195, REAL TIME MEASUREMENT OF DESIGN RELEVANT THERMAL SPRAY COATING PROCESS","G641CBFA8L14",NA,830864448,"RELIACOAT TECHNOLOGIES, LLC","RELIACOAT TECHNOLOGIES",541712
2015,"5700","5700","FA8117","F3YCAE","Aircraft",NA,"AZ11","A1B","Limited Competition with multiple offers","5-9 Offers","Firm Fixed Price","SR1","Small",NA,"127283500",43837308,61821933,"","",NA,"FA811715C0020",1,149896,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",167187.796420497,2015-01-01,"IGF::OT::IGF SBIR PHASE I TOPIC AF151-166 THERMAL SPRAY DASHBOARD/KNOWLEDGE MANAGEMENT SYSTEM","X13SUGQE8VG6",NA,127283500,"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","ENGINEERING & SOFTWARE SYSTEM SOLUTIONS",541712
2009,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC61","A1B","Limited Competition with multiple offers","25-99 Offers","Firm Fixed Price","SR1","Small","PM & AM RESEARCH","058268652",7017238,1420632,"","",9700,"FA865009M2955",1,99999,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",122743.912264848,2009-01-01,"SBIR PHASE 1","MUFWJXE2CKZ1",NA,58268652,"PHYSICS, MATERIALS AND APPLIED MATHMATICS RESEARCH LLC &","PHYSICS, MATERIALS & APPLIED MATHMATICS RESEARCH LLC &",541711
2014,"5700","5700","FA8650","F4FRQT","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"074689217",41168180,27168243,"","",9700,"FA865014C2436",1,436134,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",489042.336763579,2014-01-01,"IGF::OT::IGF  SBIR II- HYDRATIONTOLERANT, LOW (K) THERMAL BARRIERCOATING",NA,NA,74689217,"UES, INC.","UES",541712
2018,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC12","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR3","Small",NA,"780026220",92813168,61826094,"","",9700,"FA865015C2511",1,2e+05,NA,NA,NA,NA,NA,"057-2019/2020-3600-000","057-3600","https://www.usaspending.gov/#/award/CONT_AWD_FA865015C2511_9700_-NONE-_-NONE-/",NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",213134.108072974,2018-01-01,"IGF::OT::IGF SCRAMJETS, COLD-START ANALYSIS&HYPERSONIC GLIDE - IF","E2DLZMNA2361",NA,780026220,"GOHYPERSONIC INCORPORATED","GOHYPERSONIC",541712
2019,"5700","5700","FA8650","F4FRQH","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"005100560",79490485,77189743,"","",9700,"FA865019C2945",1,749959,NA,NA,NA,NA,NA,"","","https://www.usaspending.gov/#/award/CONT_AWD_FA865019C2945_9700_-NONE-_-NONE-/",NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",785373.542050634,2019-01-01,"AUTOMATED PARAMETRIC DISCRETIZATION TOOL FOR HIGH-FIDELITY HYPERSONINC DESIGN ANALYSIS",NA,NA,5100560,"HYPERCOMP, INC.","HYPERCOMP",541715
2000,"5700","5700","GR06","","Aircraft",NA,"AD92","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"620788166",6094412,1186286,"","",9700,"F3361598C2818",1,175000,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","OTHER DEFENSE (APPLIED/EXPLORATORY)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",269019.425087165,2000-01-01,"",NA,NA,620788166,"K SYSTEMS CORPORATION","K SYSTEMS",NA
2008,"2100","2100","W909MY","W26AAN","Aircraft",NA,"AD92","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"183365410",4217711,8030728,"","",9700,"W909MY06C0050",1,319821,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE ARMY","Defense","Army","Army","Army","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","OTHER DEFENSE (APPLIED/EXPLORATORY)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Army","Small",391981.736772252,2008-01-01,"SBIR PHASE II",NA,NA,183365410,"ALTEX TECHNOLOGIES CORPORATION","ALTEX TECHNOLOGIES",541712
2010,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC61","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small",NA,"782766831",27904641,1420648,"","",9700,"FA865009M2971",1,0,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2010-01-01,"UPDATE PE","C3DAVH4VJDG3",NA,782766831,"SPECTRAL ENERGIES, LLC","SPECTRAL ENERGIES",541711
2012,"9763","5700","S0514A","FA8650","Aircraft",NA,"AC16","A1B","Limited Competition with multiple offers","3-4 Offers","Cost Plus Fixed Fee","SR2","Large","HONEYWELL","962134727",33398497,1184533,"","",9700,"F3361501C2129",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Other DoD","Large",0,2012-01-01,"NOVATION","DZ4PGK2VWSA3",NA,139691877,"HONEYWELL INTERNATIONAL INC.","HONEYWELL INTERNATIONAL",541710
2011,"5700","5700","FA8650","FA8650","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small",NA,"072021041",947906,1421821,"","",9700,"FA865011M2134",1,99740,97,"0400","",NA,"",NA,NA,NA,"Research, Development, Test and Evaluation, Defense-wide","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",117483.531403806,2011-01-01,"EFFICIENT POWER PRODUCTION WITH TERMOELECTRIC GERNATING SYSTEMS",NA,NA,72021041,"CREARE INCORPORATED","CREARE",541712
2014,"5700","5700","FA8117","F3YCAE","Aircraft",NA,"AZ11","A1B","Competition with single offer","One Offer","Cost Plus Fixed Fee","SR2","Small",NA,"024384633",36499383,26344223,"","",9700,"FA811713C0006",1,374999.3125,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",420491.271191275,2014-01-01,"IGF::OT::IGF SBIR PHASE II TOPIC AF112-208, PROACTIVE METHODOLOGY FOR IDENTIFYING PROBLEM AEROSPACE PARTS","YSC7Q9EN6JD5",NA,24384633,"ANAUTICS, INC.","ANAUTICS",541712
2003,"5700","5700","GR06","","Aircraft",NA,"AD92","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"884812025",17410891,1184166,"","",9700,"F3361500C2055",1,408000,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","OTHER DEFENSE (APPLIED/EXPLORATORY)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",584577.381222197,2003-01-01,"200309!000108!5700!GR06  !AFRL/PRKA AEROSPACE POWER FUELS !F3361500C2055  !A!N! !N!P00008             !20030310!20050701!884812025!884812025!884812025!N!INNOVATIVE SCIENTIFIC SOLUTION!2766 INDIAN RIPPLE RD     !DAYTON              !OH!45440!21000!113!39!DAYTON              !MONTGOMERY            !OHIO      !+000000408000!N!N!000000000000!AD91!RDTE/OTHER DEFENSE-BASIC RESEARCH                 !A1B!AIRCRAFT ENGINES AND SPARES   !3000!NOT DISCERNABLE OR CLASSIFIED !541710!E! !3! ! !B! ! !99990909!B! ! !N!Z!A!N!U!1!001!E!  !Z!Y!Z!  !  !N!B!N!N! ! !A! !A!A!000!A!B!N! ! ! ! !    !      !0001! !",NA,NA,884812025,"INNOVATIVE SCIENTIFIC SOLUTIONS, INC","INNOVATIVE SCIENTIFIC SOLUTIONS",541710
2001,"2100","2100","AH10","","Aircraft",NA,"AZ16","A1B","Limited Competition with multiple offers","3-4 Offers","Firm Fixed Price","SR1","Small",NA,"010588031",13432443,497113,"","",9700,"DAAH1001C0011",1,69884,NA,"","",NA,"",NA,NA,NA,NA,"DEPT OF THE ARMY","Defense","Army","Army","Army","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT)","Services","PAMS","PAMS","PAMS",NA,NA,"Army","Small",104644.859538849,2001-01-01,"",NA,NA,10588031,"PSYCHO-LINGUISTIC RESEARCH ASS","PSYCHO LINGUISTIC RESEARCH ASS",541710
2015,"5700","5700","FA8650","F4FBDC","Aircraft",NA,"AD91","A1B","Limited Competition with multiple offers","10-24 Offers","Firm Fixed Price","SR1","Small","TRITON SYSTEMS","796010411",43737397,61826511,"","",NA,"FA865015M5042",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","OTHER DEFENSE (BASIC)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2015-01-01,"IGF::OT::IGF SBIR I SURFACE TREATMENT -- AMEND REPORT DISTRO",NA,NA,796010411,"TRITON SYSTEMS, INC.","TRITON SYSTEMS",541712
2016,"5700","5700","FA8100","F3YCAE","Aircraft",NA,"AZ11","A1B","Limited Competition with multiple offers","5-9 Offers","Firm Fixed Price","SR1","Small",NA,"023881274",43731715,61821928,"","",9700,"FA811715C0013",1,0,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D",NA,NA,"Air Force","Small",0,2016-01-01,"IGF::OT::IGF PHASE I SBIR AF TOPIC F151-159 MULTI-LAYER DEEP STRUCTURE NDI",NA,NA,23881274,"INNOVATIVE MATERIALS TESTING TECHNOLOGIES, INC.","INNOVATIVE MATERIALS TESTING TECHNOLOGIES",541712
2012,"5700","5700","FA8650","F4FBEY","Aircraft",NA,"AC12","A1B","Limited Competition with multiple offers","Two Offers","Cost Plus Fixed Fee","SR2","Small",NA,"015334899",12086807,1422081,"","",9700,"FA865012C2234",1,372105,57,"3600","",NA,"",NA,NA,NA,"RESEARCH, DEVELOPMENT, TEST, AND EVALUATION, AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","R&D","R&D","Applied Research (6.2)","R&D",NA,NA,"Air Force","Small",429930.117075238,2012-01-01,"SBIR II: HI TEMP BLADE HEALTH MEASUREMENT SYS FOR ADAPTIVE ENGINES",NA,NA,15334899,"MECHANICAL SOLUTIONS, INCORPORATED","MECHANICAL SOLUTIONS",541712
